case_id,submitted_at,department,jurisdiction,case_type,description,risk_level
CASE000583,2025-12-07T11:00:00,Marketing,KSA,ad_copy,Customer data request processing guidance.,high
CASE000584,2025-08-04T15:00:00,HR,EU,complaint_response,Ingredient substitution due to supplier shortage.,high
CASE000585,2025-04-06T20:00:00,IT,UAE,complaint_response,Ad copy includes before/after images.,medium
CASE000586,2025-07-03T15:00:00,SupplyChain,UAE,ingredient_change,Ingredient substitution due to supplier shortage.,medium
CASE000587,2025-11-26T04:00:00,IT,KSA,ingredient_change,Need response template for complaint.,medium
CASE000588,2025-01-18T18:00:00,HR,EU,ingredient_change,Need response template for complaint.,high
CASE000589,2025-06-28T02:00:00,Sales,EG,data_request,Need approval for a new claim on packaging.,medium
CASE000590,2025-12-23T06:00:00,Sales,UAE,ad_copy,Ingredient substitution due to supplier shortage.,medium
CASE000591,2025-09-29T18:00:00,Marketing,EG,data_request,Customer data request processing guidance.,medium
CASE000592,2025-06-19T06:00:00,HR,EG,ingredient_change,Ingredient substitution due to supplier shortage.,medium
CASE000593,2025-05-30T13:00:00,IT,EG,ad_copy,Need approval for a new claim on packaging.,low
CASE000594,2025-03-19T21:00:00,Marketing,KSA,complaint_response,Ad copy includes before/after images.,medium
CASE000595,2025-02-11T14:00:00,IT,EG,label_change,Ingredient substitution due to supplier shortage.,high
CASE000596,2025-06-03T08:00:00,SupplyChain,EU,ingredient_change,Need approval for a new claim on packaging.,low
CASE000597,2025-08-12T04:00:00,Sales,EG,label_change,Need response template for complaint.,high
CASE000598,2025-04-13T18:00:00,Sales,EU,complaint_response,Customer data request processing guidance.,high
CASE000599,2025-02-21T14:00:00,Sales,EG,label_change,Ad copy includes before/after images.,low
CASE000600,2025-10-22T05:00:00,Sales,EU,data_request,Ingredient substitution due to supplier shortage.,low
CASE000601,2025-06-23T12:00:00,Sales,EG,data_request,Ingredient substitution due to supplier shortage.,medium
CASE000602,2025-04-15T04:00:00,SupplyChain,EU,ingredient_change,Customer data request processing guidance.,medium
CASE000603,2025-10-07T22:00:00,IT,KSA,data_request,Need response template for complaint.,low
CASE000604,2025-01-29T13:00:00,Marketing,KSA,label_change,Ingredient substitution due to supplier shortage.,low
CASE000605,2025-08-10T03:00:00,Sales,UAE,data_request,Customer data request processing guidance.,medium
CASE000606,2025-11-26T21:00:00,Sales,EU,data_request,Customer data request processing guidance.,medium
CASE000607,2025-10-25T18:00:00,IT,EG,ingredient_change,Ad copy includes before/after images.,medium
CASE000608,2025-05-24T03:00:00,Marketing,EG,ingredient_change,Customer data request processing guidance.,medium
CASE000609,2025-11-24T00:00:00,IT,EG,ingredient_change,Customer data request processing guidance.,high
CASE000610,2025-06-27T21:00:00,IT,UAE,label_change,Customer data request processing guidance.,medium
CASE000611,2025-06-24T23:00:00,Sales,EU,ingredient_change,Ingredient substitution due to supplier shortage.,high
CASE000612,2025-08-12T18:00:00,SupplyChain,UAE,label_change,Customer data request processing guidance.,low
CASE000613,2025-01-01T06:00:00,IT,EU,label_change,Customer data request processing guidance.,high
CASE000614,2025-01-26T01:00:00,HR,EG,ingredient_change,Customer data request processing guidance.,high
CASE000615,2025-02-11T06:00:00,Marketing,EU,ingredient_change,Customer data request processing guidance.,low
CASE000616,2025-10-27T18:00:00,Sales,UAE,complaint_response,Need response template for complaint.,low
CASE000617,2025-09-03T02:00:00,IT,KSA,label_change,Ingredient substitution due to supplier shortage.,medium
CASE000618,2025-02-18T04:00:00,Sales,KSA,ingredient_change,Customer data request processing guidance.,medium
CASE000619,2025-02-26T17:00:00,HR,EU,label_change,Need approval for a new claim on packaging.,medium
CASE000620,2025-03-26T16:00:00,Marketing,EG,ingredient_change,Need approval for a new claim on packaging.,high
CASE000621,2025-11-30T06:00:00,HR,KSA,complaint_response,Need approval for a new claim on packaging.,low
CASE000622,2025-09-24T05:00:00,IT,KSA,data_request,Ad copy includes before/after images.,high
CASE000623,2025-08-06T23:00:00,IT,KSA,label_change,Need response template for complaint.,low
CASE000624,2025-06-22T21:00:00,Sales,KSA,complaint_response,Need approval for a new claim on packaging.,medium
CASE000625,2025-09-12T12:00:00,SupplyChain,EU,ad_copy,Need response template for complaint.,low
CASE000626,2025-01-19T12:00:00,Sales,EU,complaint_response,Need approval for a new claim on packaging.,low
CASE000627,2025-02-07T09:00:00,SupplyChain,UAE,ad_copy,Ad copy includes before/after images.,medium
CASE000628,2025-04-27T19:00:00,Marketing,EG,label_change,Ingredient substitution due to supplier shortage.,high
CASE000629,2025-08-02T21:00:00,IT,UAE,complaint_response,Need response template for complaint.,medium
CASE000630,2025-01-25T00:00:00,Sales,UAE,ad_copy,Ingredient substitution due to supplier shortage.,low
CASE000631,2025-01-30T04:00:00,SupplyChain,KSA,ad_copy,Ad copy includes before/after images.,high
CASE000632,2025-06-05T23:00:00,Marketing,EU,ad_copy,Need response template for complaint.,high
CASE000633,2025-09-27T12:00:00,Marketing,EG,complaint_response,Ingredient substitution due to supplier shortage.,low
CASE000634,2025-08-28T23:00:00,SupplyChain,KSA,ingredient_change,Ad copy includes before/after images.,medium
CASE000635,2025-11-28T22:00:00,Marketing,UAE,ad_copy,Customer data request processing guidance.,medium
CASE000636,2025-11-16T05:00:00,HR,EU,complaint_response,Need response template for complaint.,low
CASE000637,2025-03-23T16:00:00,Marketing,KSA,data_request,Ingredient substitution due to supplier shortage.,low
CASE000638,2025-04-27T12:00:00,SupplyChain,UAE,data_request,Ad copy includes before/after images.,high
CASE000639,2025-03-05T15:00:00,IT,EG,ingredient_change,Customer data request processing guidance.,medium
CASE000640,2025-11-25T23:00:00,SupplyChain,EG,ingredient_change,Need response template for complaint.,high
CASE000641,2025-01-07T19:00:00,Sales,UAE,ingredient_change,Customer data request processing guidance.,low
CASE000642,2025-05-12T00:00:00,HR,UAE,data_request,Need approval for a new claim on packaging.,high
CASE000643,2025-09-05T06:00:00,IT,UAE,data_request,Need response template for complaint.,high
CASE000644,2025-11-08T02:00:00,HR,KSA,label_change,Ad copy includes before/after images.,medium
CASE000645,2025-11-28T23:00:00,SupplyChain,KSA,ad_copy,Ad copy includes before/after images.,high
CASE000646,2025-06-02T20:00:00,Marketing,KSA,ingredient_change,Need response template for complaint.,medium
CASE000647,2025-09-05T17:00:00,SupplyChain,EG,data_request,Need approval for a new claim on packaging.,medium
CASE000648,2025-08-14T06:00:00,Sales,EU,ad_copy,Need response template for complaint.,medium
CASE000649,2025-09-02T08:00:00,HR,EG,label_change,Ingredient substitution due to supplier shortage.,low
CASE000650,2025-01-06T21:00:00,Sales,EU,complaint_response,Ad copy includes before/after images.,low
CASE000651,2025-09-27T05:00:00,Sales,KSA,data_request,Customer data request processing guidance.,high
CASE000652,2025-11-09T13:00:00,HR,EG,data_request,Ad copy includes before/after images.,medium
CASE000653,2025-12-14T16:00:00,HR,EU,ad_copy,Need approval for a new claim on packaging.,medium
CASE000654,2025-04-01T16:00:00,IT,EG,data_request,Need response template for complaint.,high
CASE000655,2025-11-29T09:00:00,IT,KSA,complaint_response,Ad copy includes before/after images.,low
CASE000656,2025-07-20T14:00:00,HR,EU,data_request,Ingredient substitution due to supplier shortage.,high
CASE000657,2025-12-26T13:00:00,IT,KSA,label_change,Need approval for a new claim on packaging.,high
CASE000658,2025-11-18T05:00:00,SupplyChain,EG,label_change,Need approval for a new claim on packaging.,high
CASE000659,2025-03-24T17:00:00,Sales,EU,complaint_response,Customer data request processing guidance.,high
CASE000660,2025-07-17T11:00:00,Sales,KSA,label_change,Ad copy includes before/after images.,high
CASE000661,2025-06-15T17:00:00,Marketing,UAE,data_request,Need response template for complaint.,high
CASE000662,2025-04-08T05:00:00,HR,EU,label_change,Need approval for a new claim on packaging.,high
CASE000663,2025-11-19T20:00:00,HR,UAE,label_change,Ingredient substitution due to supplier shortage.,low
CASE000664,2025-02-17T07:00:00,Marketing,UAE,label_change,Ingredient substitution due to supplier shortage.,high
CASE000665,2025-02-19T18:00:00,Sales,UAE,ingredient_change,Need response template for complaint.,low
CASE000666,2025-10-17T18:00:00,Sales,EU,complaint_response,Ingredient substitution due to supplier shortage.,medium
CASE000667,2025-07-31T20:00:00,Marketing,KSA,label_change,Customer data request processing guidance.,high
CASE000668,2025-11-16T08:00:00,SupplyChain,KSA,complaint_response,Need response template for complaint.,medium
CASE000669,2025-02-20T12:00:00,Marketing,EG,ingredient_change,Ingredient substitution due to supplier shortage.,medium
CASE000670,2025-03-15T03:00:00,SupplyChain,EG,complaint_response,Customer data request processing guidance.,high
CASE000671,2025-07-13T03:00:00,Marketing,KSA,data_request,Ingredient substitution due to supplier shortage.,high
CASE000672,2025-04-15T05:00:00,Marketing,EG,data_request,Ad copy includes before/after images.,low
CASE000673,2025-04-18T03:00:00,HR,EG,label_change,Need response template for complaint.,medium
CASE000674,2025-12-26T10:00:00,IT,UAE,data_request,Ingredient substitution due to supplier shortage.,low
CASE000675,2025-12-05T07:00:00,Sales,KSA,ingredient_change,Ingredient substitution due to supplier shortage.,low
CASE000676,2025-11-11T03:00:00,HR,KSA,complaint_response,Customer data request processing guidance.,high
CASE000677,2025-09-17T14:00:00,HR,UAE,complaint_response,Ad copy includes before/after images.,high
CASE000678,2025-04-04T07:00:00,Sales,KSA,ingredient_change,Ad copy includes before/after images.,low
CASE000679,2025-06-02T20:00:00,Sales,EG,data_request,Customer data request processing guidance.,medium
CASE000680,2025-03-28T22:00:00,IT,UAE,ingredient_change,Ad copy includes before/after images.,low
CASE000681,2025-04-05T08:00:00,Marketing,KSA,data_request,Ingredient substitution due to supplier shortage.,low
CASE000682,2025-01-04T08:00:00,Sales,UAE,complaint_response,Ingredient substitution due to supplier shortage.,medium
CASE000683,2025-03-02T15:00:00,Marketing,KSA,ingredient_change,Ad copy includes before/after images.,low
CASE000684,2025-04-26T15:00:00,HR,UAE,data_request,Ingredient substitution due to supplier shortage.,low
CASE000685,2025-07-11T07:00:00,Marketing,KSA,ingredient_change,Ad copy includes before/after images.,medium
CASE000686,2025-02-25T18:00:00,SupplyChain,UAE,data_request,Customer data request processing guidance.,low
CASE000687,2025-08-26T07:00:00,IT,UAE,complaint_response,Need response template for complaint.,high
CASE000688,2025-05-22T03:00:00,SupplyChain,EU,data_request,Customer data request processing guidance.,medium
CASE000689,2025-12-28T19:00:00,Marketing,KSA,ad_copy,Need response template for complaint.,low
CASE000690,2025-02-24T03:00:00,IT,UAE,ingredient_change,Customer data request processing guidance.,high
CASE000691,2025-05-07T15:00:00,Sales,EU,ad_copy,Need approval for a new claim on packaging.,low
CASE000692,2025-08-16T17:00:00,IT,EG,data_request,Ingredient substitution due to supplier shortage.,low
CASE000693,2025-10-03T16:00:00,IT,UAE,ingredient_change,Customer data request processing guidance.,low
CASE000694,2025-04-14T23:00:00,Marketing,EU,label_change,Need response template for complaint.,low
CASE000695,2025-09-14T15:00:00,SupplyChain,EG,complaint_response,Ad copy includes before/after images.,high
CASE000696,2025-05-07T15:00:00,IT,UAE,ingredient_change,Ad copy includes before/after images.,medium
CASE000697,2025-06-28T14:00:00,HR,KSA,ingredient_change,Customer data request processing guidance.,high
CASE000698,2025-03-24T16:00:00,IT,KSA,data_request,Customer data request processing guidance.,low
CASE000699,2025-01-03T11:00:00,HR,UAE,ad_copy,Customer data request processing guidance.,high
CASE000700,2025-04-23T06:00:00,IT,KSA,label_change,Ad copy includes before/after images.,medium
CASE000701,2025-05-10T03:00:00,Sales,EU,complaint_response,Need approval for a new claim on packaging.,high
CASE000702,2025-05-16T13:00:00,HR,EG,ad_copy,Customer data request processing guidance.,medium
CASE000703,2025-04-03T03:00:00,Marketing,KSA,complaint_response,Ad copy includes before/after images.,high
CASE000704,2025-03-09T15:00:00,Sales,EU,complaint_response,Ad copy includes before/after images.,high
CASE000705,2025-10-02T02:00:00,IT,EU,ad_copy,Customer data request processing guidance.,medium
CASE000706,2025-03-14T16:00:00,HR,EG,label_change,Need response template for complaint.,low
CASE000707,2025-01-02T05:00:00,Sales,UAE,data_request,Need response template for complaint.,high
CASE000708,2025-07-29T17:00:00,Marketing,EU,label_change,Ingredient substitution due to supplier shortage.,low
CASE000709,2025-07-31T15:00:00,IT,KSA,data_request,Ad copy includes before/after images.,medium
CASE000710,2025-09-29T00:00:00,Marketing,KSA,data_request,Ingredient substitution due to supplier shortage.,medium
CASE000711,2025-05-26T19:00:00,HR,KSA,ad_copy,Ingredient substitution due to supplier shortage.,high
CASE000712,2025-05-06T05:00:00,HR,EG,ad_copy,Need response template for complaint.,medium
CASE000713,2025-11-15T18:00:00,Marketing,KSA,complaint_response,Need response template for complaint.,high
CASE000714,2025-11-09T17:00:00,SupplyChain,EG,ingredient_change,Need approval for a new claim on packaging.,high
CASE000715,2025-07-13T22:00:00,Marketing,KSA,complaint_response,Ad copy includes before/after images.,low
CASE000716,2025-08-13T06:00:00,SupplyChain,KSA,data_request,Need approval for a new claim on packaging.,low
CASE000717,2025-11-26T04:00:00,Marketing,UAE,complaint_response,Customer data request processing guidance.,medium
CASE000718,2025-02-02T08:00:00,Marketing,EU,data_request,Need approval for a new claim on packaging.,medium
CASE000719,2025-05-05T12:00:00,SupplyChain,UAE,data_request,Customer data request processing guidance.,medium
CASE000720,2025-06-06T07:00:00,Marketing,EU,ad_copy,Ingredient substitution due to supplier shortage.,low
CASE000721,2025-02-15T00:00:00,Marketing,EG,complaint_response,Ad copy includes before/after images.,low
CASE000722,2025-07-22T20:00:00,SupplyChain,EG,label_change,Need approval for a new claim on packaging.,medium
CASE000723,2025-05-26T00:00:00,Marketing,KSA,complaint_response,Ad copy includes before/after images.,low
CASE000724,2025-11-15T09:00:00,Marketing,KSA,label_change,Ingredient substitution due to supplier shortage.,high
CASE000725,2025-10-17T11:00:00,SupplyChain,EU,label_change,Ingredient substitution due to supplier shortage.,high
CASE000726,2025-05-03T06:00:00,HR,KSA,complaint_response,Ingredient substitution due to supplier shortage.,low
CASE000727,2025-05-26T00:00:00,Sales,EG,ingredient_change,Ingredient substitution due to supplier shortage.,low
CASE000728,2025-02-03T12:00:00,HR,EU,ad_copy,Need response template for complaint.,medium
CASE000729,2025-12-02T16:00:00,Marketing,EU,ingredient_change,Need response template for complaint.,high
CASE000730,2025-01-16T07:00:00,Sales,EU,complaint_response,Ingredient substitution due to supplier shortage.,medium
CASE000731,2025-12-15T16:00:00,HR,EG,label_change,Ingredient substitution due to supplier shortage.,high
CASE000732,2025-10-18T19:00:00,Sales,KSA,label_change,Need approval for a new claim on packaging.,medium
CASE000733,2025-10-06T20:00:00,SupplyChain,EU,complaint_response,Ad copy includes before/after images.,medium
CASE000734,2025-01-06T01:00:00,HR,UAE,data_request,Need approval for a new claim on packaging.,medium
CASE000735,2025-07-14T12:00:00,SupplyChain,KSA,data_request,Ingredient substitution due to supplier shortage.,low
CASE000736,2025-03-01T10:00:00,HR,KSA,complaint_response,Need response template for complaint.,medium
CASE000737,2025-01-11T10:00:00,IT,KSA,data_request,Customer data request processing guidance.,high
CASE000738,2025-06-14T01:00:00,IT,EU,label_change,Need response template for complaint.,low
CASE000739,2025-04-04T20:00:00,Sales,UAE,ingredient_change,Need response template for complaint.,medium
CASE000740,2025-01-18T21:00:00,SupplyChain,EU,ad_copy,Need response template for complaint.,high
CASE000741,2025-01-18T18:00:00,HR,EU,label_change,Customer data request processing guidance.,medium
CASE000742,2025-04-27T12:00:00,Marketing,EG,ad_copy,Ingredient substitution due to supplier shortage.,medium
CASE000743,2025-03-12T11:00:00,Sales,EG,ingredient_change,Ingredient substitution due to supplier shortage.,medium
CASE000744,2025-01-28T02:00:00,Sales,EG,ingredient_change,Ingredient substitution due to supplier shortage.,medium
CASE000745,2025-01-29T10:00:00,IT,EG,data_request,Need response template for complaint.,high
CASE000746,2025-11-03T21:00:00,HR,EU,label_change,Ad copy includes before/after images.,low
CASE000747,2025-09-03T13:00:00,Sales,UAE,ad_copy,Ad copy includes before/after images.,low
CASE000748,2025-08-05T17:00:00,Marketing,UAE,data_request,Need approval for a new claim on packaging.,high
CASE000749,2025-05-17T20:00:00,Sales,UAE,complaint_response,Ad copy includes before/after images.,medium
CASE000750,2025-04-05T19:00:00,Sales,EU,ad_copy,Need response template for complaint.,high
CASE000751,2025-12-29T07:00:00,HR,UAE,ingredient_change,Ingredient substitution due to supplier shortage.,low
CASE000752,2025-06-04T23:00:00,IT,EG,ad_copy,Ad copy includes before/after images.,low
CASE000753,2025-11-27T15:00:00,Sales,EG,ingredient_change,Customer data request processing guidance.,medium
CASE000754,2025-07-25T22:00:00,HR,EG,ingredient_change,Customer data request processing guidance.,medium
CASE000755,2025-01-24T15:00:00,Marketing,KSA,ingredient_change,Ingredient substitution due to supplier shortage.,medium
CASE000756,2025-04-05T13:00:00,IT,KSA,data_request,Ad copy includes before/after images.,medium
CASE000757,2025-04-01T19:00:00,Sales,EU,ad_copy,Need response template for complaint.,high
CASE000758,2025-04-11T11:00:00,Sales,EG,complaint_response,Need response template for complaint.,high
CASE000759,2025-05-14T17:00:00,HR,EG,data_request,Ad copy includes before/after images.,high
CASE000760,2025-03-21T23:00:00,Marketing,EG,label_change,Need approval for a new claim on packaging.,medium
CASE000761,2025-12-15T03:00:00,Marketing,EU,ingredient_change,Need approval for a new claim on packaging.,medium
CASE000762,2025-10-27T09:00:00,Marketing,EU,ad_copy,Customer data request processing guidance.,low
CASE000763,2025-02-14T02:00:00,Marketing,KSA,complaint_response,Ingredient substitution due to supplier shortage.,medium
CASE000764,2025-12-25T07:00:00,IT,EU,ingredient_change,Customer data request processing guidance.,high
CASE000765,2025-11-29T17:00:00,Marketing,EG,data_request,Ingredient substitution due to supplier shortage.,high
CASE000766,2025-03-08T22:00:00,IT,EG,label_change,Ingredient substitution due to supplier shortage.,high
CASE000767,2025-01-25T08:00:00,SupplyChain,KSA,label_change,Ingredient substitution due to supplier shortage.,high
CASE000768,2025-10-14T05:00:00,HR,KSA,data_request,Ingredient substitution due to supplier shortage.,medium
CASE000769,2025-05-13T17:00:00,SupplyChain,EU,ingredient_change,Need response template for complaint.,medium
CASE000770,2025-09-12T00:00:00,Sales,EG,ad_copy,Ad copy includes before/after images.,medium
CASE000771,2025-10-24T13:00:00,HR,UAE,ad_copy,Ingredient substitution due to supplier shortage.,low
CASE000772,2025-11-08T04:00:00,IT,EU,ingredient_change,Ad copy includes before/after images.,low
CASE000773,2025-04-01T19:00:00,SupplyChain,EG,label_change,Ingredient substitution due to supplier shortage.,medium
CASE000774,2025-01-27T01:00:00,SupplyChain,UAE,data_request,Need response template for complaint.,medium
CASE000775,2025-04-29T19:00:00,IT,EU,label_change,Need response template for complaint.,medium
CASE000776,2025-05-14T13:00:00,Marketing,EG,data_request,Ad copy includes before/after images.,medium
CASE000777,2025-02-11T05:00:00,IT,EG,complaint_response,Ad copy includes before/after images.,medium
CASE000778,2025-05-12T13:00:00,HR,KSA,ad_copy,Customer data request processing guidance.,high
CASE000779,2025-02-22T21:00:00,Sales,EG,ad_copy,Customer data request processing guidance.,low
CASE000780,2025-07-20T06:00:00,Sales,UAE,data_request,Need approval for a new claim on packaging.,medium
CASE000781,2025-02-23T02:00:00,Sales,KSA,ingredient_change,Customer data request processing guidance.,high
CASE000782,2025-09-14T10:00:00,IT,EG,ad_copy,Customer data request processing guidance.,low
CASE000783,2025-08-25T11:00:00,IT,KSA,data_request,Ingredient substitution due to supplier shortage.,high
CASE000784,2025-08-13T05:00:00,HR,KSA,data_request,Need approval for a new claim on packaging.,low
CASE000785,2025-02-23T03:00:00,SupplyChain,UAE,label_change,Customer data request processing guidance.,high
CASE000786,2025-05-03T00:00:00,IT,KSA,ad_copy,Customer data request processing guidance.,medium
CASE000787,2025-04-05T10:00:00,Marketing,UAE,ad_copy,Ad copy includes before/after images.,high
CASE000788,2025-12-15T01:00:00,Sales,EU,ingredient_change,Need approval for a new claim on packaging.,medium
CASE000789,2025-09-24T14:00:00,HR,KSA,label_change,Need approval for a new claim on packaging.,high
CASE000790,2025-01-10T11:00:00,IT,KSA,complaint_response,Need approval for a new claim on packaging.,high
CASE000791,2025-03-28T16:00:00,IT,UAE,data_request,Ad copy includes before/after images.,high
CASE000792,2025-03-14T06:00:00,HR,KSA,label_change,Need response template for complaint.,medium
CASE000793,2025-10-08T05:00:00,SupplyChain,EU,ad_copy,Need approval for a new claim on packaging.,medium
CASE000794,2025-09-17T10:00:00,IT,UAE,data_request,Need approval for a new claim on packaging.,medium
CASE000795,2025-10-25T10:00:00,SupplyChain,UAE,data_request,Ad copy includes before/after images.,high
CASE000796,2025-11-01T11:00:00,Marketing,EG,label_change,Need response template for complaint.,high
CASE000797,2025-04-07T04:00:00,SupplyChain,EG,complaint_response,Need approval for a new claim on packaging.,medium
CASE000798,2025-11-26T05:00:00,HR,UAE,complaint_response,Need approval for a new claim on packaging.,medium
CASE000799,2025-10-11T16:00:00,Sales,EG,ad_copy,Ingredient substitution due to supplier shortage.,low
CASE000800,2025-02-27T04:00:00,SupplyChain,KSA,label_change,Need response template for complaint.,low
CASE000801,2025-11-11T14:00:00,Sales,KSA,label_change,Customer data request processing guidance.,medium
CASE000802,2025-04-05T18:00:00,IT,KSA,label_change,Need approval for a new claim on packaging.,high
CASE000803,2025-07-08T23:00:00,Marketing,EU,complaint_response,Ad copy includes before/after images.,medium
CASE000804,2025-02-09T09:00:00,Marketing,KSA,complaint_response,Ingredient substitution due to supplier shortage.,medium
CASE000805,2025-04-26T06:00:00,Marketing,EU,label_change,Customer data request processing guidance.,medium
CASE000806,2025-03-17T05:00:00,Sales,KSA,ingredient_change,Customer data request processing guidance.,low
CASE000807,2025-08-23T20:00:00,HR,EG,label_change,Ingredient substitution due to supplier shortage.,high
CASE000808,2025-01-13T16:00:00,SupplyChain,EG,ingredient_change,Ad copy includes before/after images.,medium
CASE000809,2025-04-24T03:00:00,SupplyChain,KSA,data_request,Customer data request processing guidance.,medium
CASE000810,2025-08-15T10:00:00,IT,EG,label_change,Customer data request processing guidance.,low
CASE000811,2025-08-11T23:00:00,IT,EG,complaint_response,Need response template for complaint.,medium
CASE000812,2025-12-13T10:00:00,Marketing,UAE,data_request,Customer data request processing guidance.,high
CASE000813,2025-02-04T20:00:00,HR,UAE,label_change,Need approval for a new claim on packaging.,medium
CASE000814,2025-10-22T12:00:00,IT,UAE,data_request,Need approval for a new claim on packaging.,medium
CASE000815,2025-11-23T11:00:00,IT,UAE,label_change,Ingredient substitution due to supplier shortage.,low
CASE000816,2025-12-28T19:00:00,Sales,UAE,ad_copy,Ingredient substitution due to supplier shortage.,low
CASE000817,2025-07-17T10:00:00,IT,EU,ad_copy,Ad copy includes before/after images.,high
CASE000818,2025-02-03T07:00:00,Marketing,UAE,label_change,Ad copy includes before/after images.,low
CASE000819,2025-01-08T08:00:00,Sales,EG,data_request,Need response template for complaint.,low
CASE000820,2025-10-23T16:00:00,Marketing,EU,ad_copy,Ingredient substitution due to supplier shortage.,high
CASE000821,2025-12-27T02:00:00,HR,EU,label_change,Need response template for complaint.,low
CASE000822,2025-09-13T01:00:00,HR,EG,ad_copy,Ad copy includes before/after images.,medium
CASE000823,2025-04-12T00:00:00,SupplyChain,EG,ad_copy,Customer data request processing guidance.,low
CASE000824,2025-12-24T13:00:00,IT,UAE,label_change,Need response template for complaint.,high
CASE000825,2025-07-19T11:00:00,Sales,KSA,label_change,Customer data request processing guidance.,low
CASE000826,2025-12-06T07:00:00,IT,EG,ingredient_change,Need response template for complaint.,low
CASE000827,2025-08-26T20:00:00,SupplyChain,KSA,label_change,Need response template for complaint.,medium
CASE000828,2025-10-05T01:00:00,HR,KSA,ad_copy,Ad copy includes before/after images.,high
CASE000829,2025-09-27T19:00:00,SupplyChain,KSA,complaint_response,Need response template for complaint.,high
CASE000830,2025-02-07T06:00:00,Marketing,KSA,label_change,Ad copy includes before/after images.,low
CASE000831,2025-04-26T14:00:00,IT,EU,label_change,Need response template for complaint.,high
CASE000832,2025-07-13T11:00:00,Sales,EU,ingredient_change,Need response template for complaint.,high
CASE000833,2025-02-12T07:00:00,IT,EU,ingredient_change,Ingredient substitution due to supplier shortage.,high
CASE000834,2025-07-13T19:00:00,Marketing,EG,label_change,Ingredient substitution due to supplier shortage.,high
CASE000835,2025-11-18T11:00:00,HR,UAE,data_request,Ad copy includes before/after images.,medium
CASE000836,2025-11-20T02:00:00,HR,EG,ingredient_change,Need response template for complaint.,high
CASE000837,2025-07-07T16:00:00,IT,KSA,ad_copy,Customer data request processing guidance.,medium
CASE000838,2025-12-23T15:00:00,SupplyChain,UAE,ad_copy,Need approval for a new claim on packaging.,low
CASE000839,2025-07-07T11:00:00,HR,EG,data_request,Ad copy includes before/after images.,high
CASE000840,2025-10-04T19:00:00,IT,EG,complaint_response,Ingredient substitution due to supplier shortage.,low
CASE000841,2025-11-25T09:00:00,HR,UAE,ingredient_change,Ingredient substitution due to supplier shortage.,low
CASE000842,2025-12-12T20:00:00,HR,KSA,complaint_response,Ad copy includes before/after images.,high
CASE000843,2025-01-09T08:00:00,Sales,UAE,complaint_response,Ingredient substitution due to supplier shortage.,low
CASE000844,2025-02-16T19:00:00,Marketing,UAE,data_request,Customer data request processing guidance.,high
CASE000845,2025-09-11T01:00:00,Sales,KSA,ingredient_change,Ingredient substitution due to supplier shortage.,high
CASE000846,2025-08-24T01:00:00,HR,KSA,data_request,Need approval for a new claim on packaging.,low
CASE000847,2025-06-06T11:00:00,Marketing,EU,ingredient_change,Need approval for a new claim on packaging.,high
CASE000848,2025-05-05T10:00:00,Marketing,UAE,complaint_response,Need response template for complaint.,medium
CASE000849,2025-07-31T22:00:00,Sales,EU,data_request,Customer data request processing guidance.,medium
CASE000850,2025-11-21T18:00:00,HR,EU,complaint_response,Ingredient substitution due to supplier shortage.,high
CASE000851,2025-08-26T08:00:00,Marketing,EU,ingredient_change,Ingredient substitution due to supplier shortage.,medium
CASE000852,2025-06-29T01:00:00,IT,KSA,label_change,Ad copy includes before/after images.,high
CASE000853,2025-03-05T08:00:00,Marketing,EU,label_change,Need response template for complaint.,low
CASE000854,2025-11-09T00:00:00,Sales,UAE,ingredient_change,Need approval for a new claim on packaging.,high
CASE000855,2025-12-07T07:00:00,IT,KSA,ingredient_change,Ad copy includes before/after images.,high
CASE000856,2025-07-24T21:00:00,HR,KSA,ad_copy,Ad copy includes before/after images.,medium
CASE000857,2025-01-09T18:00:00,SupplyChain,EU,complaint_response,Ingredient substitution due to supplier shortage.,low
CASE000858,2025-06-07T23:00:00,HR,KSA,complaint_response,Need approval for a new claim on packaging.,medium
CASE000859,2025-07-06T13:00:00,Sales,UAE,label_change,Ad copy includes before/after images.,high
CASE000860,2025-07-19T07:00:00,HR,EG,label_change,Ingredient substitution due to supplier shortage.,medium
CASE000861,2025-02-28T23:00:00,IT,EG,complaint_response,Need response template for complaint.,high
CASE000862,2025-05-16T18:00:00,HR,UAE,data_request,Customer data request processing guidance.,medium
CASE000863,2025-03-21T12:00:00,Marketing,EU,label_change,Need approval for a new claim on packaging.,low
CASE000864,2025-10-17T08:00:00,IT,KSA,data_request,Need response template for complaint.,high
CASE000865,2025-06-29T00:00:00,SupplyChain,UAE,data_request,Ingredient substitution due to supplier shortage.,medium
CASE000866,2025-07-05T21:00:00,IT,EU,ingredient_change,Customer data request processing guidance.,high
CASE000867,2025-03-11T10:00:00,IT,EU,ingredient_change,Ad copy includes before/after images.,medium
CASE000868,2025-10-12T07:00:00,HR,EU,ad_copy,Need response template for complaint.,low
CASE000869,2025-05-30T20:00:00,HR,UAE,ingredient_change,Ad copy includes before/after images.,high
CASE000870,2025-01-12T05:00:00,SupplyChain,EU,complaint_response,Ad copy includes before/after images.,high
CASE000871,2025-11-04T11:00:00,Sales,KSA,ad_copy,Customer data request processing guidance.,low
CASE000872,2025-01-11T18:00:00,Sales,EU,ad_copy,Customer data request processing guidance.,high
